,comment_text
75351,"== Conexão em ventimiglia == 

  Para fazer a conexão em Ventimiglia, entre Mônaco e Gênova quanto tempo eu vou precisar. Não quero correr o risco de perder o trem?"
129426,""" 

 ==ACC Tool== 
 Someone, probably you, requested access to the account creation tool. For security purposes could you please confirm that it was you who made the request so we can approve you, thanks.  """
135875,", 18 December 2009 (UTC)  
 ::::Many reliable sources, including The Times, state he was a drug dealer and thief prior to the murder. The only place I've seen it stated that he had no previous convictions is this talk page. If true, a ref should be available. It is not rare for a person to have committed many crimes but having never been convicted; the vast majority of crimes do not result in a conviction.   00:40"
24348,""" 

 == controversy over copyright/non-profit status? == 

 Someone told me they heard about Movember on one of the newsmagazine shows (Today Tonight or A Current Affair) about how Movember only forwards a small pecentage of the donations, and pays a large royalty to the """"copyright holders"""" of Movember.  In other words, the founders are making money off donations to charity, much more than reasonable costs of running the site.  Does anyone have any information about this?  I've been having trouble locating reliable sources.    """
54174,"""==Diamonds aren't forever== 

 Wikipedia is not an indiscriminate collection of information- Please don't post lyrics to songs on wikipedia articles.   """
76009,:Happy New Year.
110580,I know this will get deleted but Bre Pettis is so sexy. So is Jimbo Wales. Smart nerds who create stuff are sexy. Where is the list of sexy nerds wikipedia page? xx
66338,"""Other Uses 

 From a stupid personal experience I can attest that taking too much Dimenhydrinate has additional side-effects: complete loss of balance (cannot sense up from down) and a significantly extended duration (my """"trip"""" lasted 3 days)."""
53197,bitch 6565bit25ch 52bit52ch 520bi/58t205ch 28552bi52tch52 bi25tc52h
120765,== Semi-protected edit request on 25 March 2015 ==
91523,"""== Common Law == 

 I've mostly given up editing on Wikipedia  but I couldn't let """"Anglo-American common law countries"""" pass. It's just """"Common Law"""". We (the U.S.) didn't help invent it, any more than all the other common law countries (Canada, Australia, etc.; but not Scotland!) did."""
123978,"== Felching == 

 Cum fart tsunami- the mother of all anal felching pornos!"
73215,"It might not have been your intention, but you recently removed content from Delwar Hossain Sayeedi. Please be careful not to remove content from Wikipedia without a valid reason, which you should specify in the edit summary or on the article's talk page. Thank you.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.  Errant (Review me)"
41216,""" 

 ==new characters== 

 Where is there confirmation of a """"Master Mantis"""" or a """"Young Cricket""""? And don't tell me to sign my post, I'm too lazy to do that."""
7673,""" 

 ::I don't see a source attached to """"infamously poor"""". The preceding (Please Please Me ... 2009."""") and following (""""A remastered ... box set."""") statements are footnoted ([16] and [17], respectively) but not the claim in question. If footnote [17] is also supposed to cover """"infamously poor"""", then it needs to be move closer to it, and the sentence should be reworded to make clear an opinion is being cited, not offered. Something to the effect of, """"The 2009 remasters replaced the heavily critized[16b] 1987 remasters"""" As it stands now, the article appears to be offering its own commentary."""
16132,"== E-mail Sent == 

 The transcript is as follows: 
 Hi, 
 Someone from a school has been vandalizing pages see: http://en.wikipedia.org/wiki/User_talk:97.86.82.130 under June 2009. On this page, it states that you have agreed to respond to these types of e-mails and take disciplinary action. Vandalism is not tolerated. 
 Thank You, 
 Andrew Perrong, Wikipedia Rollbacker"
45216,""" 

 ==Reference template== 
 I'm a little surprised that you removed the BLP refimprove template from the Greg Tanner article. I searched for some time to find references to back up many of the """"facts"""" in the article and couldn't find any that weren't somehow related to Tanner's own websites and publications. For example: 
 *""""In 2008, Tanner produced, directed and presented two basketball documentaries for Channel 4."""" 
 *""""In November 2008, Tanner produced and presented """"Team GB: Road To Eurobasket"""""""" 
 *""""Tanner has worked as a television news producer and reporter since 1999"""" 

 Instead of tagging each line with """"citation needed"""" tags, I put the ref improve banner on top of the article to hopefully help shore up the information above so it's not removed as unsourced. The purpose of the tag (per:Template:BLP Sources) is:  

 """"This template additionally adds the article to Category:BLP articles lacking sources. This allows editors who keep an eye on biographies and BLP concerns to find articles in need of attention quickly."""" 

 The information bulleted above needs to be qualified with reliable sources, hence the tag. I won't add it back in myself, but I'm really not sure why it was removed in the first place....  """
152856,";;And please, lave Direct3D and OpenGL out of it  that may be where most people will encounter them, but that's not the only thing to shaders and most definetly not the origin of shaders. Feel free to write what you think is best, and have a look at some of the early versions, which are a lot better written than the current one, has more information and less specifics to OpenGL and (in particular) Direct3D."
43606,""" 

 There was a second The New Runaways album called """"I Was A Teenage Runaway"""", I think this one was only put out in Japan.      

  
 """
56847,""" 

  Please do not vandalize pages, as you did with this edit to Men who have sex with men. If you continue to do so, you will be blocked from editing.   (talk) """
112987,"""== 
 How dare you pose as me and create a page that is completely unnecessary. This is a fraudulent act and I won't tolerate it. I don't know if you're new here, but we don't do that. I hate trolls, I hate plagiarists - Wikipedia hates them too. In the cyberspace, we'd probably call them keyboard warriors. I'm not here to teach, but to edit and contribute... Oh, and moan. Get off my pages.   """
50057,""" 

 ==Sources== 
 For stuff opposed to Ayers, I found an article from a rightist think tank publication. 
 *Stern, Sol. """"The Ed Schools’ Latest—and Worst—Humbug."""" City Journal. Manhattan Institute. (northern hemisphere) summer 2006. 
   """
65415,"Hello Skylark2007,donot talk with a mad man,spaceman spiff is a mad man,he has no work other than blocking accounts of innocent users for sock accont,may he get well soon"
104955,"== Speedy deletion declined: Narayanan Vaghul == 
 Hello TowTrucker. I am just letting you know that I declined the speedy deletion of Narayanan Vaghul, a page you tagged for speedy deletion, because of the following concern: there is enough here to pass the fairly low bar of A7.  Thank you."
83386,"""Please remove the """"this article has multiple issues"""" banner.  1) It doesn't read like an advertisement - because, obviously you didn't read it  """" FMC is an  ANSI/VITA standard  """" 2) It's orphaned because it is so highly specific 3) it IS technical because it IS technical... anon reader, engineer, did not write on this page."""
28696,"::FYI this information is almost the same as the Camry Hybrid (check the discussion). Both list MPG, annual fuel cost, and carbon footprint per ton. Okay, so they are not exact clones, but they are pretty similar. Since, WP:CARS has agreed by consensus that only government fuel economy figures should be included. Likewise, the just about everyone except you attacked this type of tabular cruft at Talk:Toyota Camry Hybrid, so stop going against community consensus to fuel your crufty and point-of-view pushing edits.   •"
97494,""" 
 ::::::: What is inappropriate about """"motherfucking snakes"""" or """"motherfucking plane""""? That's exactly how it's used in the film. —✰ """
145868,""", 6 May 2014 (UTC) | decline = The reason for the block is that you created a WP:ROLEACCOUNT, which is a violation of Wikipedia's username policy, and then created an article on a product whose name was identical to your username, making it clear that your account was created for the purpose of promoting your magazine.   23:32"""
55061,""" 

 ==No access for autos? Really?== 

 The article states, """"Paths, trains and boats connect the villages and cars can not reach it from the outside."""" Has this changed in recent years? My wife and I drove into Riomaggiore in 2005. There was a train from La Spezia into the area, but, unless this has changed since then, it would probably be more accurate to say something like, """"...and tourist cars cannot readily pass between the villages."""""""
28815,""" 

 == Problem with MiszaBot I == 

 Hi, Misza13! Problem with  I think.   """
34797,This article is bullshit!
38891,""" 
 ::I think the old ClueBot should be enabled in the portal namespace.   """
